"league","season","stage","home_team","away_team","home_team_goal","away_team_goal","result","whh","whd","wha","sjh","sjd","sja","home_bet_avg_prct","draw_bet_avg_prct","away_bet_avg_prct","wh_prediction","sj_prediction","buildupplayspeed_h","buildupplayspeed_a","buildupplayspeedclass_h","buildupplayspeedclass_a","buildupplaydribbling_h","buildupplaydribbling_a","buildupplaypassing_h","buildupplaypassing_a","buildupplaypassingclass_h","buildupplaypassingclass_a","buildupplaypositioningclass_h","buildupplaypositioningclass_a","chancecreationpassing_h","chancecreationpassing_a","chancecreationpassingclass_h","chancecreationpassingclass_a","chancecreationcrossing_h","chancecreationcrossing_a","chancecreationcrossingclass_h","chancecreationcrossingclass_a","chancecreationshooting_h","chancecreationshooting_a","chancecreationshootingclass_h","chancecreationshootingclass_a","chancecreationpositioningclass_h","chancecreationpositioningclass_a","defencepressure_h","defencepressure_a","defencepressureclass_h","defencepressureclass_a","defenceaggression_h","defenceaggression_a","defenceaggressionclass_h","defenceaggressionclass_a","defenceteamwidth_h","defenceteamwidth_a","defenceteamwidthclass_h","defenceteamwidthclass_a","defencedefenderlineclass_h","defencedefenderlineclass_a","player_1","age_player_1","height_player_1","weight_player_1*0.45","player_2","age_player_2","height_player_2","weight_player_2*0.45","home_player_3","age_player_3","height_player_3","weight_player_3*0.45","home_player_4","age_player_4","height_player_4","weight_player_4*0.45","home_player_5","age_player_5","height_player_5","weight_player_5*0.45","home_player_6","age_player_6","height_player_6","weight_player_6*0.45","home_player_7","age_player_7","height_player_7","weight_player_7*0.45","home_player_8","age_player_8","height_player_8","weight_player_8*0.45","home_player_9","age_player_9","height_player_9","weight_player_9*0.45","home_player_10","age_player_10","height_player_10","weight_player_10*0.45","home_player_11","age_player_11","height_player_11","weight_player_11*0.45","player_1_a","age_player_1_a","height_player_1_a","weight_player_1_a*0.45","player_2_a","age_player_2_a","height_player_2_a","weight_player_2_a*0.45","home_player_3_a","age_player_3_a","height_player_3_a","weight_player_3_a*0.45","home_player_4_a","age_player_4_a","height_player_4_a","weight_player_4_a*0.45","home_player_5_a","age_player_5_a","height_player_5_a","weight_player_5_a*0.45","home_player_6_a","age_player_6_a","height_player_6_a","weight_player_6_a*0.45","home_player_7_a","age_player_7_a","height_player_7_a","weight_player_7_a*0.45","home_player_8_a","age_player_8_a","height_player_8_a","weight_player_8_a*0.45","home_player_9_a","age_player_9_a","height_player_9_a","weight_player_9_a*0.45","home_player_10_a","age_player_10_a","height_player_10_a","weight_player_10_a*0.45","home_player_11_a","age_player_11_a","height_player_11_a","weight_player_11_a*0.45"
England Premier League,"2012/2013",6,Aston Villa,West Bromwich Albion,1,1,draw,2.5,3,3,2.5,3.4,2.8,40.0,31.25,34.48,no prediction,no prediction,63,62,Balanced,Balanced,37,32,54,51,Mixed,Mixed,Organised,Organised,60,53,Normal,Normal,48,50,Normal,Normal,38,60,Normal,Normal,Organised,Organised,35,41,Medium,Medium,44,40,Press,Press,54,49,Normal,Normal,Cover,Cover,Brad Guzan,28,193.04,94.05,Matthew Lowton,23,180.34,77.4,Ron Vlaar,27,187.96,78.3,Ciaran Clark,23,187.96,75.60000000000001,Joseph Bennett,22,177.8,73.35000000000001,Marc Albrighton,23,175.26,66.60000000000001,Karim El Ahmadi,27,185.42,77.4,Fabian Delph,23,175.26,59.4,Brett Holman,28,177.8,74.25,Gabriel Agbonlahor,26,180.34,78.3,Christian Benteke,22,190.5,82.35000000000001,Ben Foster,29,193.04,89.10000000000001,Billy Jones,25,180.34,76.5,Gareth McAuley,33,195.58,88.2,Jonas Olsson,29,193.04,83.25,Goran Popov,28,187.96,84.15,James Morrison,26,177.8,63.45,Claudio Yacob,25,180.34,72.45,Youssuf Mulumbu,25,177.8,75.60000000000001,Chris Brunt,28,187.96,84.15,Zoltan Gera,33,182.88,74.25,Shane Long,25,180.34,80.55
England Premier League,"2012/2013",6,Everton,Southampton,3,1,home win,1.44,4.2,7.5,1.4,4.5,7.5,70.42,22.99,13.33,home,home,43,52,Balanced,Balanced,45,31,40,46,Mixed,Mixed,Organised,Organised,39,42,Normal,Normal,33,54,Little,Normal,63,30,Normal,Little,Organised,Organised,52,50,Medium,Medium,58,65,Press,Press,59,44,Normal,Normal,Cover,Cover,Tim Howard,33,190.5,87.3,Seamus Coleman,24,177.8,76.5,Phil Jagielka,30,182.88,82.35000000000001,Johnny Heitinga,29,180.34,76.5,Leighton Baines,28,170.18,69.3,Kevin Mirallas,25,182.88,69.3,Philip Neville,35,180.34,75.60000000000001,Leon Osman,31,172.72,63.45,Steven Pienaar,30,170.18,65.7,Marouane Fellaini,25,193.04,84.15,Nikica Jelavic,27,187.96,83.25,Paulo Gazzaniga,20,195.58,89.10000000000001,Frazer Richardson,30,180.34,82.35000000000001,Jose Fonte,29,187.96,80.55,Maya Yoshida,24,187.96,77.4,Nathaniel Clyne,21,175.26,66.60000000000001,Gaston Ramirez,22,182.88,77.4,Steven Davis,27,172.72,71.55,James Ward-Prowse,18,172.72,65.7,Adam Lallana,24,172.72,72.45,Rickie Lambert,30,187.96,76.5,Jay Rodriguez,23,185.42,69.3
England Premier League,"2012/2013",6,Fulham,Manchester City,1,2,away win,4.5,3.1,1.91,4.5,3.6,1.8,22.22,29.85,53.91,no prediction,away,52,59,Balanced,Balanced,34,35,48,29,Mixed,Short,Organised,Free Form,39,38,Normal,Normal,54,36,Normal,Normal,59,24,Normal,Little,Organised,Free Form,29,48,Deep,Medium,30,47,Contain,Press,39,54,Normal,Normal,Cover,Cover,Mark Schwarzer,40,193.04,94.05,Sascha Riether,29,175.26,69.3,Aaron Hughes,33,182.88,69.3,Brede Hangeland,31,195.58,91.35000000000001,John Arne Riise,32,187.96,81.45,Chris Baird,30,180.34,73.35000000000001,Steve Sidwell,30,177.8,79.2,Damien Duff,33,177.8,74.25,Bryan Ruiz,27,187.96,77.4,Mladen Petric,31,182.88,80.55,Hugo Rodallega,27,180.34,71.55,Joe Hart,25,195.58,90.45,Pablo Zabaleta,27,177.8,75.60000000000001,Vincent Kompany,26,193.04,84.15,Matija Nastasic,19,187.96,82.35000000000001,Gael Clichy,27,175.26,64.35000000000001,Javi Garcia,25,185.42,79.2,Gareth Barry,31,182.88,78.3,David Silva,26,170.18,66.60000000000001,Yaya Toure,29,187.96,89.10000000000001,Sergio Aguero,24,172.72,73.35000000000001,Carlos Tevez,28,172.72,70.65
England Premier League,"2012/2013",6,Manchester United,Tottenham Hotspur,2,3,away win,1.62,3.6,6,1.57,4,6,62.7,26.32,16.0,home,home,38,47,Balanced,Balanced,42,46,44,40,Mixed,Mixed,Organised,Organised,49,41,Normal,Normal,44,41,Normal,Normal,40,63,Normal,Normal,Organised,Organised,54,63,Medium,Medium,53,54,Press,Press,56,56,Normal,Normal,Cover,Cover,Anders Lindegaard,28,193.04,78.3,Rafael,22,175.26,68.4,Rio Ferdinand,34,193.04,85.5,Jonny Evans,24,187.96,76.5,Patrice Evra,31,175.26,73.35000000000001,Nani,26,175.26,65.7,Paul Scholes,38,170.18,70.65,Michael Carrick,31,187.96,73.35000000000001,Ryan Giggs,39,177.8,70.65,Shinji Kagawa,23,175.26,67.5,Robin van Persie,29,187.96,70.65,Brad Friedel,41,187.96,91.35000000000001,Kyle Walker,22,177.8,69.3,William Gallas,35,182.88,82.35000000000001,Steven Caulker,21,190.5,76.5,Jan Vertonghen,25,187.96,85.5,Sandro,23,187.96,74.25,Moussa Dembele,25,185.42,81.45,Aaron Lennon,25,165.1,62.550000000000004,Clint Dempsey,29,185.42,83.25,Gareth Bale,23,182.88,73.35000000000001,Jermain Defoe,30,170.18,69.3
England Premier League,"2012/2013",6,Norwich City,Liverpool,2,5,away win,4.8,3.2,1.83,4.5,3.6,1.8,21.51,29.41,55.1,away,away,45,66,Balanced,Balanced,38,60,55,45,Mixed,Mixed,Organised,Organised,46,34,Normal,Normal,54,34,Normal,Normal,47,46,Normal,Normal,Organised,Organised,38,51,Medium,Medium,39,52,Press,Press,51,61,Normal,Normal,Cover,Cover,John Ruddy,26,193.04,95.4,Russell Martin,26,182.88,72.45,Michael Turner,29,193.04,89.10000000000001,Leon Barnett,27,185.42,71.55,Javier Garrido,27,177.8,75.60000000000001,Robert Snodgrass,25,182.88,76.5,Jonathan Howson,24,180.34,76.5,Bradley Johnson,25,177.8,67.5,Andrew Surman,26,177.8,72.45,Steve Morison,29,187.96,84.15,Simeon Jackson,25,172.72,71.55,Pepe Reina,30,187.96,91.35000000000001,Andre Wisdom,19,185.42,77.4,Martin Skrtel,28,190.5,80.55,Daniel Agger,28,190.5,83.25,Glen Johnson,28,182.88,69.3,Nuri Sahin,24,180.34,72.45,Steven Gerrard,32,182.88,82.35000000000001,Joe Allen,22,167.64,61.65,Raheem Sterling,18,170.18,68.4,Luis Suarez,25,182.88,84.15,Suso,19,175.26,69.3
England Premier League,"2012/2013",6,Queens Park Rangers,West Ham United,1,2,away win,2.15,3.1,3.6,2.1,3.4,3.5,47.06,30.77,28.17,no prediction,no prediction,30,77,Slow,Fast,39,37,61,57,Mixed,Mixed,Organised,Organised,53,68,Normal,Risky,53,73,Normal,Lots,60,29,Normal,Little,Organised,Organised,50,30,Medium,Deep,44,37,Press,Press,54,41,Normal,Normal,Cover,Cover,Julio Cesar,33,185.42,78.3,Nedum Onuoha,26,187.96,77.4,Stephane M'Bia,26,187.96,81.45,Ryan Nelsen,35,182.88,89.10000000000001,Clint Hill,34,182.88,72.45,Shaun Wright-Phillips,31,165.1,63.45,Alejandro Faurlin,26,185.42,78.3,Esteban Granero,25,180.34,74.25,Ji-Sung Park,31,177.8,72.45,Bobby Zamora,31,185.42,86.4,Djibril Cisse,31,182.88,84.15,Jussi Jaaskelainen,37,190.5,79.2,Guy Demel,31,187.96,87.3,Winston Reid,24,190.5,86.4,James Collins,29,193.04,89.10000000000001,Joey O'Brien,26,180.34,69.3,Mark Noble,25,180.34,75.60000000000001,Mohamed Diame,25,185.42,79.2,Ricardo Vaz Te,26,187.96,79.2,Kevin Nolan,30,182.88,87.3,Matt Jarvis,26,170.18,71.55,Carlton Cole,29,190.5,87.3
England Premier League,"2012/2013",6,Reading,Newcastle United,2,2,draw,3,3,2.5,3,3.3,2.4,33.0,31.75,40.82,no prediction,no prediction,44,58,Balanced,Balanced,36,45,64,49,Mixed,Mixed,Organised,Organised,62,47,Normal,Normal,65,54,Normal,Normal,42,46,Normal,Normal,Organised,Organised,51,41,Medium,Medium,47,39,Press,Press,52,51,Normal,Normal,Cover,Cover,Alex McCarthy,23,193.04,78.3,Shaun Cummings,23,182.88,75.60000000000001,Kaspars Gorkss,31,190.5,84.15,Adrian Mariappa,26,177.8,80.55,Nicky Shorey,31,175.26,66.60000000000001,Jimmy Kebe,28,187.96,77.4,Jem Karacan,23,175.26,66.60000000000001,Mikele Leigertwood,30,187.96,77.4,Jobi McAnuff,31,177.8,72.45,Pavel Pogrebnyak,29,187.96,90.45,Noel Hunt,30,172.72,73.35000000000001,Steve Harper,37,187.96,90.45,James Perch,27,180.34,79.2,Steven Taylor,26,185.42,90.45,Mike Williamson,29,193.04,91.35000000000001,Davide Santon,21,185.42,82.35000000000001,Hatem Ben Arfa,25,177.8,73.35000000000001,Cheik Tiote,26,180.34,85.5,Gael Bigirimana,19,177.8,73.35000000000001,Jonas Gutierrez,29,182.88,72.45,Papiss Cisse,27,182.88,72.45,Demba Ba,27,187.96,84.15
England Premier League,"2012/2013",6,Stoke City,Swansea City,2,0,home win,1.95,3.1,4.33,1.83,3.5,4.5,52.91,30.3,22.65,no prediction,home,48,45,Balanced,Balanced,41,44,49,42,Mixed,Mixed,Organised,Organised,51,34,Normal,Normal,59,36,Normal,Normal,49,55,Normal,Normal,Organised,Free Form,44,31,Medium,Deep,37,47,Press,Press,51,42,Normal,Normal,Cover,Cover,Asmir Begovic,25,200.66,82.35000000000001,Geoff Cameron,27,190.5,83.25,Ryan Shawcross,25,190.5,75.60000000000001,Robert Huth,28,190.5,87.3,Marc Wilson,25,187.96,79.2,Jonathan Walters,29,182.88,78.3,Glenn Whelan,28,180.34,79.2,Steven Nzonzi,24,190.5,74.25,Charlie Adam,27,185.42,81.45,Michael Kightly,26,172.72,70.65,Peter Crouch,31,200.66,83.25,Michel Vorm,29,182.88,85.5,Angel Rangel,30,180.34,81.45,Chico,25,187.96,74.25,Ashley Williams,28,182.88,90.45,Ben Davies,19,180.34,70.65,Leon Britton,30,167.64,64.35000000000001,Sung-Yueng Ki,23,185.42,74.25,Nathan Dyer,25,167.64,61.65,Michu,26,185.42,79.2,Pablo Hernandez,27,172.72,71.55,Daniel Graham,27,182.88,86.4
England Premier League,"2012/2013",6,Sunderland,Wigan Athletic,1,0,home win,2.1,3.1,3.75,1.91,3.5,4,49.88,30.3,25.81,no prediction,no prediction,43,51,Balanced,Balanced,43,37,51,56,Mixed,Mixed,Organised,Organised,59,52,Normal,Normal,50,59,Normal,Normal,55,40,Normal,Normal,Organised,Organised,47,62,Medium,Medium,45,48,Press,Press,49,44,Normal,Normal,Cover,Cover,Simon Mignolet,24,193.04,86.4,Craig Gardner,26,175.26,80.55,John O'Shea,31,190.5,83.25,Titus Bramble,31,185.42,85.5,Danny Rose,22,172.72,71.55,Adam Johnson,25,175.26,62.550000000000004,Sebastian Larsson,27,177.8,69.3,Jack Colback,23,175.26,69.3,James McClean,23,180.34,69.3,Stephane Sessegnon,28,167.64,74.25,Steven Fletcher,25,185.42,75.60000000000001,Ali Al-Habsi,31,193.04,78.3,Ivan Ramis,28,187.96,81.45,Gary Caldwell,30,180.34,73.35000000000001,Maynor Figueroa,29,180.34,84.15,Emmerson Boyce,33,182.88,70.65,James McCarthy,22,180.34,71.55,James McArthur,25,177.8,63.45,Jean Beausejour,28,177.8,82.35000000000001,Jordi Gomez,27,177.8,73.35000000000001,Arouna Kone,29,182.88,80.55,Shaun Maloney,29,170.18,68.4
England Premier League,"2012/2013",7,Chelsea,Norwich City,4,1,home win,1.25,5,15,1.2,6,15,81.63,20.0,6.0,home,home,67,45,Fast,Balanced,41,38,36,55,Mixed,Mixed,Organised,Organised,41,46,Normal,Normal,34,54,Normal,Normal,44,47,Normal,Normal,Organised,Organised,39,38,Medium,Medium,41,39,Press,Press,46,51,Normal,Normal,Cover,Cover,Petr Cech,30,195.58,89.10000000000001,Branislav Ivanovic,28,185.42,90.45,David Luiz,25,187.96,83.25,John Terry,32,187.96,89.10000000000001,Ashley Cole,32,175.26,65.7,John Obi Mikel,25,187.96,82.35000000000001,Frank Lampard,34,182.88,88.2,Juan Mata,24,170.18,62.550000000000004,Oscar,21,177.8,66.60000000000001,Eden Hazard,21,172.72,73.35000000000001,Fernando Torres,28,185.42,77.4,John Ruddy,26,193.04,95.4,Russell Martin,26,182.88,72.45,Leon Barnett,27,185.42,71.55,Sebastien Bassong,26,187.96,72.45,Javier Garrido,27,177.8,75.60000000000001,Elliott Bennett,24,177.8,72.45,Bradley Johnson,25,177.8,67.5,Jonathan Howson,24,180.34,76.5,Wesley Hoolahan,30,167.64,70.65,Alexander Tettey,26,180.34,67.5,Grant Holt,31,182.88,78.3
England Premier League,"2012/2013",7,Liverpool,Stoke City,0,0,draw,1.53,3.75,7,1.44,4,8,67.34,25.81,14.0,home,home,66,48,Balanced,Balanced,60,41,45,49,Mixed,Mixed,Organised,Organised,34,51,Normal,Normal,34,59,Normal,Normal,46,49,Normal,Normal,Organised,Organised,51,44,Medium,Medium,52,37,Press,Press,61,51,Normal,Normal,Cover,Cover,Pepe Reina,30,187.96,91.35000000000001,Andre Wisdom,19,185.42,77.4,Martin Skrtel,28,190.5,80.55,Daniel Agger,28,190.5,83.25,Glen Johnson,28,182.88,69.3,Steven Gerrard,32,182.88,82.35000000000001,Joe Allen,22,167.64,61.65,Nuri Sahin,24,180.34,72.45,Suso,19,175.26,69.3,Luis Suarez,25,182.88,84.15,Raheem Sterling,18,170.18,68.4,Asmir Begovic,25,200.66,82.35000000000001,Geoff Cameron,27,190.5,83.25,Robert Huth,28,190.5,87.3,Ryan Shawcross,25,190.5,75.60000000000001,Marc Wilson,25,187.96,79.2,Glenn Whelan,28,180.34,79.2,Steven Nzonzi,24,190.5,74.25,Jonathan Walters,29,182.88,78.3,Charlie Adam,27,185.42,81.45,Michael Kightly,26,172.72,70.65,Peter Crouch,31,200.66,83.25
England Premier League,"2012/2013",7,Manchester City,Sunderland,3,0,home win,1.3,5,11,1.22,6,15,79.37,20.0,7.0,home,home,59,43,Balanced,Balanced,35,43,29,51,Short,Mixed,Free Form,Organised,38,59,Normal,Normal,36,50,Normal,Normal,24,55,Little,Normal,Free Form,Organised,48,47,Medium,Medium,47,45,Press,Press,54,49,Normal,Normal,Cover,Cover,Joe Hart,25,195.58,90.45,Pablo Zabaleta,27,177.8,75.60000000000001,Micah Richards,24,180.34,82.35000000000001,Joleon Lescott,30,187.96,88.2,Aleksandar Kolarov,27,187.96,82.35000000000001,David Silva,26,170.18,66.60000000000001,James Milner,26,175.26,69.3,Yaya Toure,29,187.96,89.10000000000001,Gareth Barry,31,182.88,78.3,Mario Balotelli,22,187.96,87.3,Carlos Tevez,28,172.72,70.65,Simon Mignolet,24,193.04,86.4,Craig Gardner,26,175.26,80.55,John O'Shea,31,190.5,83.25,Carlos Cuellar,31,190.5,83.25,Danny Rose,22,172.72,71.55,Adam Johnson,25,175.26,62.550000000000004,Sebastian Larsson,27,177.8,69.3,Jack Colback,23,175.26,69.3,James McClean,23,180.34,69.3,Steven Fletcher,25,185.42,75.60000000000001,Stephane Sessegnon,28,167.64,74.25
England Premier League,"2012/2013",7,Newcastle United,Manchester United,0,3,away win,4.33,3.1,1.95,3.8,3.6,1.95,24.6,29.85,51.28,no prediction,no prediction,58,38,Balanced,Balanced,45,42,49,44,Mixed,Mixed,Organised,Organised,47,49,Normal,Normal,54,44,Normal,Normal,46,40,Normal,Normal,Organised,Organised,41,54,Medium,Medium,39,53,Press,Press,51,56,Normal,Normal,Cover,Cover,Steve Harper,37,187.96,90.45,Davide Santon,21,185.42,82.35000000000001,Mike Williamson,29,193.04,91.35000000000001,James Perch,27,180.34,79.2,Shane Ferguson,21,175.26,65.7,Hatem Ben Arfa,25,177.8,73.35000000000001,Cheik Tiote,26,180.34,85.5,Yohan Cabaye,26,175.26,70.65,Jonas Gutierrez,29,182.88,72.45,Papiss Cisse,27,182.88,72.45,Demba Ba,27,187.96,84.15,David De Gea,22,193.04,81.45,Rafael,22,175.26,68.4,Rio Ferdinand,34,193.04,85.5,Jonny Evans,24,187.96,76.5,Patrice Evra,31,175.26,73.35000000000001,Michael Carrick,31,187.96,73.35000000000001,Tom Cleverley,23,175.26,66.60000000000001,Shinji Kagawa,23,175.26,67.5,Wayne Rooney,27,175.26,82.35000000000001,Danny Welbeck,22,185.42,72.45,Robin van Persie,29,187.96,70.65
England Premier League,"2012/2013",7,Southampton,Fulham,2,2,draw,2.7,3.1,2.7,2.8,3.4,2.5,36.36,30.77,38.46,no prediction,no prediction,52,52,Balanced,Balanced,31,34,46,48,Mixed,Mixed,Organised,Organised,42,39,Normal,Normal,54,54,Normal,Normal,30,59,Little,Normal,Organised,Organised,50,29,Medium,Deep,65,30,Press,Contain,44,39,Normal,Normal,Cover,Cover,Paulo Gazzaniga,20,195.58,89.10000000000001,Frazer Richardson,30,180.34,82.35000000000001,Maya Yoshida,24,187.96,77.4,Jose Fonte,29,187.96,80.55,Daniel Fox,26,180.34,77.4,Jason Puncheon,26,172.72,70.65,Morgan Schneiderlin,23,180.34,74.25,Steven Davis,27,172.72,71.55,Adam Lallana,24,172.72,72.45,Rickie Lambert,30,187.96,76.5,Jay Rodriguez,23,185.42,69.3,Mark Schwarzer,40,193.04,94.05,Sascha Riether,29,175.26,69.3,Aaron Hughes,33,182.88,69.3,Brede Hangeland,31,195.58,91.35000000000001,John Arne Riise,32,187.96,81.45,Steve Sidwell,30,177.8,79.2,Chris Baird,30,180.34,73.35000000000001,Damien Duff,33,177.8,74.25,Bryan Ruiz,27,187.96,77.4,Alex Kacaniklic,21,180.34,71.55,Hugo Rodallega,27,180.34,71.55
England Premier League,"2012/2013",7,Swansea City,Reading,2,2,draw,2.05,3.1,4,2,3.4,3.8,49.38,30.77,25.64,no prediction,no prediction,45,44,Balanced,Balanced,44,36,42,64,Mixed,Mixed,Organised,Organised,34,62,Normal,Normal,36,65,Normal,Normal,55,42,Normal,Normal,Free Form,Organised,31,51,Deep,Medium,47,47,Press,Press,42,52,Normal,Normal,Cover,Cover,Michel Vorm,29,182.88,85.5,Angel Rangel,30,180.34,81.45,Chico,25,187.96,74.25,Ashley Williams,28,182.88,90.45,Ben Davies,19,180.34,70.65,Leon Britton,30,167.64,64.35000000000001,Sung-Yueng Ki,23,185.42,74.25,Nathan Dyer,25,167.64,61.65,Michu,26,185.42,79.2,Wayne Routledge,27,170.18,76.5,Daniel Graham,27,182.88,86.4,Alex McCarthy,23,193.04,78.3,Shaun Cummings,23,182.88,75.60000000000001,Adrian Mariappa,26,177.8,80.55,Kaspars Gorkss,31,190.5,84.15,Nicky Shorey,31,175.26,66.60000000000001,Jimmy Kebe,28,187.96,77.4,Jem Karacan,23,175.26,66.60000000000001,Jay Tabb,28,170.18,63.45,Jobi McAnuff,31,177.8,72.45,Pavel Pogrebnyak,29,187.96,90.45,Noel Hunt,30,172.72,73.35000000000001
England Premier League,"2012/2013",7,Tottenham Hotspur,Aston Villa,2,0,home win,1.5,3.6,8,1.44,4.5,6.5,68.03,24.69,13.79,home,home,47,63,Balanced,Balanced,46,37,40,54,Mixed,Mixed,Organised,Organised,41,60,Normal,Normal,41,48,Normal,Normal,63,38,Normal,Normal,Organised,Organised,63,35,Medium,Medium,54,44,Press,Press,56,54,Normal,Normal,Cover,Cover,Hugo Lloris,26,187.96,77.4,Kyle Walker,22,177.8,69.3,William Gallas,35,182.88,82.35000000000001,Steven Caulker,21,190.5,76.5,Jan Vertonghen,25,187.96,85.5,Aaron Lennon,25,165.1,62.550000000000004,Moussa Dembele,25,185.42,81.45,Sandro,23,187.96,74.25,Gareth Bale,23,182.88,73.35000000000001,Jermain Defoe,30,170.18,69.3,Clint Dempsey,29,185.42,83.25,Brad Guzan,28,193.04,94.05,Matthew Lowton,23,180.34,77.4,Ron Vlaar,27,187.96,78.3,Ciaran Clark,23,187.96,75.60000000000001,Joseph Bennett,22,177.8,73.35000000000001,Fabian Delph,23,175.26,59.4,Karim El Ahmadi,27,185.42,77.4,Brett Holman,28,177.8,74.25,Marc Albrighton,23,175.26,66.60000000000001,Christian Benteke,22,190.5,82.35000000000001,Gabriel Agbonlahor,26,180.34,78.3
England Premier League,"2012/2013",7,West Bromwich Albion,Queens Park Rangers,3,2,home win,1.91,3.2,4.33,1.83,3.6,4.33,53.48,29.41,23.09,no prediction,home,62,30,Balanced,Slow,32,39,51,61,Mixed,Mixed,Organised,Organised,53,53,Normal,Normal,50,53,Normal,Normal,60,60,Normal,Normal,Organised,Organised,41,50,Medium,Medium,40,44,Press,Press,49,54,Normal,Normal,Cover,Cover,Ben Foster,29,193.04,89.10000000000001,Gabriel Tamas,29,187.96,78.3,Gareth McAuley,33,195.58,88.2,Jonas Olsson,29,193.04,83.25,Goran Popov,28,187.96,84.15,Claudio Yacob,25,180.34,72.45,Youssuf Mulumbu,25,177.8,75.60000000000001,Zoltan Gera,33,182.88,74.25,Peter Odemwingie,31,182.88,73.35000000000001,Shane Long,25,180.34,80.55,James Morrison,26,177.8,63.45,Julio Cesar,33,185.42,78.3,Jose Bosingwa,30,182.88,69.3,Anton Ferdinand,27,182.88,70.65,Ryan Nelsen,35,182.88,89.10000000000001,Clint Hill,34,182.88,72.45,Shaun Wright-Phillips,31,165.1,63.45,Stephane M'Bia,26,187.96,81.45,Esteban Granero,25,180.34,74.25,Adel Taarabt,23,180.34,77.4,Ji-Sung Park,31,177.8,72.45,Bobby Zamora,31,185.42,86.4
England Premier League,"2012/2013",7,West Ham United,Arsenal,1,3,away win,4,3.2,2,4,3.6,1.91,25.0,29.41,51.15,no prediction,no prediction,77,59,Fast,Balanced,37,51,57,30,Mixed,Short,Organised,Organised,68,28,Risky,Safe,73,44,Lots,Normal,29,46,Little,Normal,Organised,Free Form,30,51,Deep,Medium,37,44,Press,Press,41,52,Normal,Normal,Cover,Cover,Jussi Jaaskelainen,37,190.5,79.2,Guy Demel,31,187.96,87.3,Winston Reid,24,190.5,86.4,James Collins,29,193.04,89.10000000000001,George McCartney,31,182.88,75.60000000000001,Mark Noble,25,180.34,75.60000000000001,Mohamed Diame,25,185.42,79.2,Ricardo Vaz Te,26,187.96,79.2,Kevin Nolan,30,182.88,87.3,Matt Jarvis,26,170.18,71.55,Andy Carroll,23,190.5,78.3,Vito Mannone,24,187.96,79.2,Carl Jenkinson,20,185.42,76.5,Per Mertesacker,28,198.12,89.10000000000001,Thomas Vermaelen,27,182.88,79.2,Kieran Gibbs,23,177.8,69.3,Aaron Ramsey,22,177.8,69.3,Santi Cazorla,28,167.64,65.7,Mikel Arteta,30,175.26,63.45,Gervinho,25,177.8,65.7,Olivier Giroud,26,193.04,87.3,Lukas Podolski,27,182.88,82.35000000000001
England Premier League,"2012/2013",7,Wigan Athletic,Everton,2,2,draw,4,3.1,2.05,3.5,3.3,2.1,26.67,31.25,48.19,no prediction,no prediction,51,43,Balanced,Balanced,37,45,56,40,Mixed,Mixed,Organised,Organised,52,39,Normal,Normal,59,33,Normal,Little,40,63,Normal,Normal,Organised,Organised,62,52,Medium,Medium,48,58,Press,Press,44,59,Normal,Normal,Cover,Cover,Ali Al-Habsi,31,193.04,78.3,Ivan Ramis,28,187.96,81.45,Gary Caldwell,30,180.34,73.35000000000001,Maynor Figueroa,29,180.34,84.15,Emmerson Boyce,33,182.88,70.65,James McArthur,25,177.8,63.45,James McCarthy,22,180.34,71.55,Jean Beausejour,28,177.8,82.35000000000001,Shaun Maloney,29,170.18,68.4,Arouna Kone,29,182.88,80.55,Franco Di Santo,23,193.04,87.3,Tim Howard,33,190.5,87.3,Seamus Coleman,24,177.8,76.5,Phil Jagielka,30,182.88,82.35000000000001,Johnny Heitinga,29,180.34,76.5,Leighton Baines,28,170.18,69.3,Philip Neville,35,180.34,75.60000000000001,Kevin Mirallas,25,182.88,69.3,Leon Osman,31,172.72,63.45,Steven Pienaar,30,170.18,65.7,Marouane Fellaini,25,193.04,84.15,Nikica Jelavic,27,187.96,83.25
England Premier League,"2012/2013",8,Fulham,Aston Villa,1,0,home win,1.85,3.3,4.5,1.8,3.6,4.5,54.79,28.99,22.22,home,home,52,63,Balanced,Balanced,34,37,48,54,Mixed,Mixed,Organised,Organised,39,60,Normal,Normal,54,48,Normal,Normal,59,38,Normal,Normal,Organised,Organised,29,35,Deep,Medium,30,44,Contain,Press,39,54,Normal,Normal,Cover,Cover,Mark Schwarzer,40,193.04,94.05,Sascha Riether,29,175.26,69.3,Aaron Hughes,33,182.88,69.3,Brede Hangeland,31,195.58,91.35000000000001,John Arne Riise,32,187.96,81.45,Steve Sidwell,30,177.8,79.2,Chris Baird,30,180.34,73.35000000000001,Kieran Richardson,28,175.26,68.4,Hugo Rodallega,27,180.34,71.55,Dimitar Berbatov,31,187.96,74.25,Mladen Petric,31,182.88,80.55,Brad Guzan,28,193.04,94.05,Matthew Lowton,23,180.34,77.4,Ron Vlaar,27,187.96,78.3,Nathan Baker,21,187.96,81.45,Joseph Bennett,22,177.8,73.35000000000001,Stephen Ireland,26,172.72,65.7,Karim El Ahmadi,27,185.42,77.4,Fabian Delph,23,175.26,59.4,Brett Holman,28,177.8,74.25,Darren Bent,28,180.34,72.45,Gabriel Agbonlahor,26,180.34,78.3
